League;country;qtd_jogos;qtd_stats_true;media_goals_total_ft;cv_goals_total;conv_rate;goal_asymmetry;open_game_index;media_goals_home_ft;media_goals_away_ft;home_bias;freq_btts;freq_no_goal;qtd_zebra_away;freq_zebra_away_score;qtd_zebra_home;freq_zebra_home_score;zebra_index
Estonia Cup Women;Estonia;15,0;15,0;3,8;0,62;0,16;0,6;1,43;2,2;1,6;0,58;0,53;0,47;6,0;0,17;5,0;1,0;0,58
Liberia FA Cup;Liberia;15,0;15,0;2,87;0,45;0,14;0,2;1,56;1,53;1,33;0,53;0,87;0,13;3,0;1,0;2,0;1,0;1,0
Brazil Campeonato Carioca Women;Brazil;15,0;15,0;2,8;0,47;0,15;0,67;1,48;1,73;1,07;0,62;0,6;0,4;5,0;0,6;2,0;1,0;0,8
Zanzibar FA Cup;Tanzania;14,0;14,0;2,36;0,68;0,12;1,07;0,76;1,71;0,64;0,73;0,43;0,57;4,0;0,5;3,0;1,0;0,75
Jordan Cup Women;Jordan;14,0;14,0;4,5;0,63;0,24;0,21;1,68;2,14;2,36;0,48;0,57;0,43;2,0;0,0;4,0;0,75;0,38
Denmark Series Group 1;Denmark;14,0;13,0;3,57;0,49;0,17;0,43;1,83;2,0;1,57;0,56;0,57;0,43;0,0;0,0;0,0;0,0;0,0
Denmark Series Group 2;Denmark;14,0;14,0;3,93;0,59;0,19;0,93;1,63;1,5;2,43;0,38;0,64;0,36;1,0;1,0;0,0;0,0;0,5
Czechia Tipsport Liga;Czech Republic;14,0;14,0;3,43;0,58;0,19;0,14;1,44;1,79;1,64;0,52;0,57;0,43;3,0;1,0;0,0;0,0;0,5
Japan University Championship Women;Japan;14,0;14,0;3,0;1,11;0,21;0,57;-0,33;1,21;1,79;0,4;0,36;0,64;3,0;0,33;2,0;1,0;0,67
Lebanon Division 2;Lebanon;14,0;14,0;4,07;0,58;0,24;0,07;1,7;2,0;2,07;0,49;0,71;0,29;0,0;0,0;1,0;1,0;0,5
Kyrgyzstan Cup;Kyrgyzstan;14,0;14,0;2,86;0,67;0,21;0,86;0,94;1,0;1,86;0,35;0,43;0,57;2,0;0,5;4,0;0,5;0,5
Belgium Division 1 Women;Belgium;14,0;14,0;3,0;0,6;0,13;1,14;1,2;2,07;0,93;0,69;0,36;0,64;4,0;0,25;1,0;0,0;0,12
Brazil Campeonato Capixaba U20;Brazil;14,0;14,0;4,14;0,63;0,15;0,29;1,52;1,93;2,21;0,47;0,64;0,36;4,0;0,5;4,0;0,75;0,62
Brazil Campeonato Paraibano 2;Brazil;14,0;14,0;3,29;0,6;0,14;0,14;1,31;1,71;1,57;0,52;0,64;0,36;3,0;0,67;1,0;1,0;0,83
Brazil Campeonato Baiano Women;Brazil;14,0;14,0;3,14;0,85;0,15;1,14;0,46;2,14;1,0;0,68;0,29;0,71;6,0;0,17;4,0;0,25;0,21
Oman U21 Championship;Oman;14,0;14,0;2,5;0,58;0,11;0,5;1,05;1,0;1,5;0,4;0,5;0,5;1,0;1,0;0,0;0,0;0,5
Botswana FA Cup;Botswana;14,0;14,0;1,36;0,85;0,06;0,07;0,21;0,64;0,71;0,47;0,43;0,57;4,0;0,75;1,0;0,0;0,38
Northern Ireland League Cup Women;North Ireland;14,0;14,0;4,29;0,55;0,22;0,57;1,92;2,43;1,86;0,57;0,57;0,43;4,0;0,25;4,0;0,75;0,5
CAFA Nations Cup;International (Asia);14,0;14,0;2,5;0,51;0,14;0,07;1,21;1,21;1,29;0,49;0,64;0,36;2,0;0,5;4,0;0,5;0,5
Campeonato Roraimense;Brazil;14,0;14,0;3,64;0,41;0,22;0,36;2,14;2,0;1,64;0,55;0,57;0,43;5,0;0,6;4,0;0,5;0,55
Cyprus Division 3;Cyprus;14,0;14,0;2,5;0,54;0,15;1,21;1,16;1,86;0,64;0,74;0,5;0,5;3,0;0,67;0,0;0,0;0,33
Brazil Campeonato Roraimense;Brazil;14,0;14,0;2,86;0,71;0,13;0,0;0,82;1,43;1,43;0,5;0,43;0,57;2,0;0,5;3,0;0,0;0,25
India U21 Development League;India;14,0;14,0;2,5;0,83;0,1;0,36;0,43;1,43;1,07;0,57;0,36;0,64;2,0;0,5;1,0;0,0;0,25
Brazil Copa Paraense U20;Brazil;14,0;14,0;3,0;0,57;0,13;0,29;1,29;1,64;1,36;0,55;0,43;0,57;4,0;0,5;0,0;0,0;0,25
Rwanda Cup Women;Rwanda;14,0;14,0;3,07;0,59;0,18;0,79;1,25;1,93;1,14;0,63;0,57;0,43;3,0;0,67;1,0;0,0;0,33
Brazil Campeonato Tocantinense;Brazil;13,0;13,0;2,38;0,32;0,2;0,54;1,62;1,46;0,92;0,61;0,54;0,46;5,0;0,2;0,0;0,0;0,1
South Africa Play Offs;South Africa;13,0;13,0;1,46;0,82;0,07;0,69;0,26;1,08;0,38;0,74;0,31;0,69;0,0;0,0;0,0;0,0;0,0
Campeonato Cearense U20;Brazil;13,0;13,0;2,69;0,46;0,11;0,85;1,44;1,77;0,92;0,66;0,38;0,62;3,0;0,33;3,0;0,67;0,5
Germany Regionalliga North East;Germany;13,0;12,0;2,15;0,65;0,52;0,15;0,75;1,0;1,15;0,46;0,62;0,38;2,0;0,5;0,0;0,0;0,25
Indonesia Cup;Indonesia;13,0;13,0;2,62;0,57;0,17;0,62;1,11;1,0;1,62;0,38;0,46;0,54;0,0;0,0;0,0;0,0;0,0
Czech Cup Women;Czech Republic;13,0;13,0;4,15;0,38;0,17;1,69;2,58;1,23;2,92;0,3;0,46;0,54;3,0;0,33;6,0;0,33;0,33
Scotland Championship Play-Offs;Scotland;13,0;13,0;2,46;0,75;0,13;0,0;0,61;1,23;1,23;0,5;0,62;0,38;1,0;1,0;0,0;0,0;0,5
Brazil Campeonato Paraense A3;Brazil;13,0;13,0;3,0;0,56;0,11;1,62;1,32;2,31;0,69;0,77;0,38;0,62;0,0;0,0;2,0;1,0;0,5
Iceland Women 2 Deild;Iceland;13,0;13,0;4,54;0,57;0,18;0,85;1,94;2,69;1,85;0,59;0,62;0,38;3,0;0,67;0,0;0,0;0,33
Brazil Campeonato Mineiro Women;Brazil;13,0;13,0;4,15;0,31;0,17;0,62;2,87;2,38;1,77;0,57;0,69;0,31;5,0;0,8;2,0;1,0;0,9
Qatar Emir Cup;Qatar;13,0;13,0;3,77;0,61;0,19;0,23;1,45;2,0;1,77;0,53;0,46;0,54;2,0;0,5;0,0;0,0;0,25
OFC Champions League;International (Oceania);13,0;13,0;2,46;0,77;0,1;1,23;0,56;1,85;0,62;0,75;0,38;0,62;4,0;0,0;1,0;1,0;0,5
Romania U19 Cup;Romania;13,0;13,0;4,15;0,56;0,17;0,0;1,81;2,08;2,08;0,5;0,54;0,46;4,0;0,5;6,0;0,83;0,67
CONCACAF U20 Championship Women;International (North & Central America);13,0;13,0;4,46;0,57;0,17;0,46;1,92;2,46;2,0;0,55;0,46;0,54;5,0;0,4;4,0;0,5;0,45
Brazil Campeonato Goiano Women;Brazil;13,0;13,0;2,69;0,76;0,1;0,08;0,64;1,31;1,38;0,49;0,46;0,54;4,0;0,5;1,0;1,0;0,75
Brazil Campeonato Potiguar 2;Brazil;13,0;13,0;2,69;0,53;0,13;0,54;1,26;1,62;1,08;0,6;0,46;0,54;1,0;1,0;0,0;0,0;0,5
Cyprus Cup Women;Cyprus;13,0;13,0;2,92;0,36;0,16;0,77;1,89;1,85;1,08;0,63;0,62;0,38;5,0;0,4;3,0;1,0;0,7
El Salvador Segunda Division;El Salvador;13,0;13,0;2,31;0,6;0,11;0,31;0,93;1,31;1,0;0,57;0,69;0,31;1,0;1,0;0,0;0,0;0,5
Brunei Super League;Brunei;13,0;13,0;4,62;0,65;0,24;2,15;1,63;1,23;3,38;0,27;0,46;0,54;3,0;0,33;4,0;0,5;0,42
Gulf Cup U23;International (North & Central America);13,0;13,0;2,31;0,51;0,15;0,46;1,13;1,38;0,92;0,6;0,38;0,62;1,0;0,0;1,0;0,0;0,0
Brazil Paulista Cup Women;Brazil;13,0;13,0;3,85;0,67;0,16;0,15;1,27;2,0;1,85;0,52;0,54;0,46;3,0;0,67;3,0;0,0;0,33
AFF U23 Championship;International (Asia);13,0;13,0;2,54;0,83;0,13;0,69;0,43;0,92;1,62;0,36;0,46;0,54;4,0;0,75;4,0;0,25;0,5
Euro 2025 Women;International (Europe);13,0;13,0;3,54;0,58;0,13;0,31;1,47;1,92;1,62;0,54;0,85;0,15;3,0;0,67;3,0;0,67;0,67
Ghana Super Cup Women;Ghana;13,0;13,0;3,15;0,58;0,16;0,38;1,34;1,77;1,38;0,56;0,46;0,54;2,0;0,0;0,0;0,0;0,0
Morocco Coupe d’Excellence;Morocco;13,0;13,0;1,85;0,69;0,09;0,15;0,57;1,0;0,85;0,54;0,54;0,46;1,0;1,0;1,0;1,0;1,0
Brazil Copa Goias 2 U20;Brazil;13,0;13,0;4,08;0,69;0,15;0,23;1,26;2,15;1,92;0,53;0,46;0,54;4,0;0,5;2,0;0,0;0,25
Macau FA Cup;Macau;13,0;13,0;4,08;0,6;0,18;0,69;1,61;2,38;1,69;0,58;0,54;0,46;6,0;0,67;4,0;0,5;0,58
South East Asian Games;International (Asia);13,0;13,0;3,15;0,53;0,17;0,85;1,48;2,0;1,15;0,63;0,54;0,46;8,0;0,5;1,0;1,0;0,75
Womens Olympic Qual;International (World);13,0;13,0;2,62;1,02;0,15;0,46;-0,05;1,54;1,08;0,59;0,31;0,69;4,0;0,5;2,0;0,5;0,5
Switzerland Cup Women;Switzerland;12,0;12,0;2,58;0,65;0,11;0,08;0,91;1,33;1,25;0,52;0,33;0,67;3,0;0,33;3,0;0,0;0,17
Türkiye 1 Ligi Women;Turkey;12,0;12,0;3,42;0,54;0,13;0,08;1,58;1,67;1,75;0,49;0,58;0,42;3,0;0,0;1,0;1,0;0,5
Ukraine Play-Offs;Ukraine;12,0;12,0;2,42;0,62;0,12;0,58;0,91;1,5;0,92;0,62;0,5;0,5;1,0;1,0;0,0;0,0;0,5
OFC Nations Cup Women;International (Oceania);12,0;12,0;2,83;0,5;0,17;0,33;1,43;1,58;1,25;0,56;0,42;0,58;3,0;0,33;1,0;1,0;0,67
Denmark Series Group 4;Denmark;12,0;12,0;3,08;0,53;0,15;0,92;1,46;2,0;1,08;0,65;0,67;0,33;1,0;1,0;0,0;0,0;0,5
CONCACAF Gold Cup Qualifying;International (North & Central America);12,0;12,0;2,75;0,82;0,13;0,75;0,49;1,75;1,0;0,64;0,25;0,75;4,0;0,25;2,0;0,5;0,38
India Calcutta First Division;India;12,0;12,0;2,08;0,69;0,13;0,08;0,64;1,08;1,0;0,52;0,5;0,5;1,0;0,0;0,0;0,0;0,0
India National Games;India;12,0;12,0;2,75;0,66;0,1;0,25;0,93;1,5;1,25;0,55;0,5;0,5;0,0;0,0;2,0;1,0;0,5
Brazil Campeonato Capixaba B;Brazil;12,0;12,0;3,58;0,78;0,17;0,08;0,77;1,83;1,75;0,51;0,5;0,5;5,0;0,8;0,0;0,0;0,4
Scotland League One Play-Offs;Scotland;12,0;12,0;3,25;0,56;0,16;0,08;1,43;1,67;1,58;0,51;0,75;0,25;1,0;0,0;0,0;0,0;0,0
Brazil Campeonato Alagoano B;Brazil;12,0;12,0;3,25;0,54;0,15;0,25;1,49;1,75;1,5;0,54;0,67;0,33;2,0;0,5;2,0;1,0;0,75
Brazil Campeonato Sergipano A2;Brazil;12,0;12,0;2,83;0,54;0,15;0,67;1,31;1,75;1,08;0,62;0,42;0,58;3,0;0,33;2,0;0,0;0,17
Mali League Women;Mali;12,0;12,0;3,08;0,53;0,18;0,58;1,46;1,25;1,83;0,41;0,67;0,33;2,0;1,0;2,0;0,5;0,75
ASEAN Championship Women;International (Asia);12,0;12,0;3,33;0,67;0,14;2,17;1,1;2,75;0,58;0,82;0,5;0,5;5,0;0,2;1,0;1,0;0,6
Womens U19 International;International (World);12,0;12,0;2,67;0,67;0,14;0,83;0,89;1,75;0,92;0,66;0,58;0,42;2,0;0,5;2,0;1,0;0,75
China U21 League;China;12,0;12,0;4,17;0,74;0,19;0,5;1,07;1,83;2,33;0,44;0,5;0,5;2,0;1,0;0,0;0,0;0,5
Campeonato Alagoano B;Brazil;12,0;12,0;2,33;0,53;0,13;1,33;1,1;1,83;0,5;0,79;0,25;0,75;5,0;0,2;0,0;0,0;0,1
Norway Division 1 Play-Offs;Norway;12,0;12,0;3,5;0,52;0,19;0,0;1,67;1,75;1,75;0,5;0,83;0,17;0,0;0,0;0,0;0,0;0,0
Jordan U19 Cup;Jordan;12,0;12,0;2,42;0,69;0,13;0,08;0,74;1,17;1,25;0,48;0,58;0,42;3,0;0,67;1,0;0,0;0,33
Bahrain Play-Offs;Bahrain;12,0;12,0;2,83;0,5;0,17;0,33;1,43;1,25;1,58;0,44;0,75;0,25;0,0;0,0;1,0;0,0;0,0
Zambia League Women;Zambia;12,0;12,0;2,33;0,78;0,12;0,83;0,51;0,75;1,58;0,32;0,25;0,75;5,0;0,4;3,0;0,33;0,37
Zanzibar Mapinduzi Cup;Tanzania;12,0;12,0;2,25;0,6;0,14;0,42;0,89;1,33;0,92;0,59;0,5;0,5;2,0;0,5;2,0;0,0;0,25
Kosovo Division 2;Kosovo;12,0;12,0;3,75;0,73;0,18;0,25;1,02;2,0;1,75;0,53;0,42;0,58;3,0;0,33;0,0;0,0;0,17
African Games Women;International (Africa);12,0;12,0;2,33;0,53;0,11;0,83;1,1;1,58;0,75;0,68;0,42;0,58;6,0;0,33;0,0;0,0;0,17
Gulf Cup U20;International (North & Central America);11,0;11,0;2,27;0,68;0,41;1,0;0,72;1,64;0,64;0,72;0,36;0,64;2,0;0,0;1,0;1,0;0,5
Jordan U19 League;Jordan;11,0;11,0;2,18;0,76;0,12;0,36;0,52;1,27;0,91;0,58;0,45;0,55;1,0;1,0;0,0;0,0;0,5
Guatemala Liga Nacional;Guatemala;11,0;11,0;2,64;0,49;0,13;1,36;1,35;2,0;0,64;0,76;0,36;0,64;5,0;0,2;0,0;0,0;0,1
AFF U19 Championship Women;International (Asia);11,0;11,0;4,73;0,5;0,19;3,82;2,36;4,27;0,45;0,9;0,27;0,73;7,0;0,29;1,0;0,0;0,14
Germany Oberliga Play offs;Germany;11,0;11,0;3,82;0,62;0,22;0,0;1,46;1,91;1,91;0,5;0,73;0,27;1,0;1,0;0,0;0,0;0,5
Sweden Div 1 Qualification;Sweden;11,0;11,0;3,55;0,46;0,16;1,18;1,91;2,36;1,18;0,67;0,73;0,27;1,0;0,0;0,0;0,0;0,0
Brazil Campeonato Sul-Matogrossense;Brazil;11,0;11,0;3,18;0,77;0,19;1,18;0,74;2,18;1,0;0,69;0,64;0,36;4,0;0,5;0,0;0,0;0,25
Israel Liga Alef Play-Offs;Israel;11,0;11,0;2,64;0,78;0,12;0,27;0,57;1,45;1,18;0,55;0,55;0,45;0,0;0,0;0,0;0,0;0,0
Kyrgyzstan National League;Kyrgyzstan;11,0;11,0;3,73;0,52;0,18;0,09;1,77;1,82;1,91;0,49;0,82;0,18;1,0;1,0;0,0;0,0;0,5
South Africa Varsity Challenge;South Africa;11,0;11,0;1,91;0,68;0,08;0,27;0,61;1,09;0,82;0,57;0,36;0,64;0,0;0,0;1,0;0,0;0,0
Uganda Super 8;Uganda;11,0;11,0;1,73;0,82;0,06;0,45;0,31;0,64;1,09;0,37;0,36;0,64;0,0;0,0;1,0;1,0;0,5
Iceland Women U20 League;Iceland;11,0;11,0;4,18;0,53;0,16;0,91;1,95;2,55;1,64;0,61;0,55;0,45;2,0;0,5;2,0;1,0;0,75
Republic of Ireland FAI Cup Women;Ireland;11,0;11,0;3,36;0,43;0,17;0,64;1,93;2,0;1,36;0,59;0,64;0,36;3,0;0,67;1,0;1,0;0,83
COSAFA U20 Championship Women;International (Africa);11,0;11,0;3,82;0,79;0,18;1,82;0,79;2,82;1,0;0,74;0,36;0,64;3,0;0,33;1,0;0,0;0,17
Northern Ireland Intermediate Cup;North Ireland;11,0;11,0;2,73;0,68;0,24;0,18;0,88;1,27;1,45;0,47;0,45;0,55;2,0;0,0;3,0;0,33;0,17
Scotland Premiership Play-Offs;Scotland;11,0;11,0;3,09;0,4;0,14;0,18;1,87;1,45;1,64;0,47;0,64;0,36;0,0;0,0;0,0;0,0;0,0
FIFA Arab Cup Qualifying;International (Asia);11,0;11,0;2,36;0,95;0,12;0,36;0,12;1,36;1,0;0,58;0,45;0,55;5,0;0,4;0,0;0,0;0,2
India I-League 2nd Division;India;11,0;11,0;1,91;0,55;0,11;0,09;0,86;0,91;1,0;0,48;0,55;0,45;0,0;0,0;1,0;0,0;0,0
Central American Games;International (North & Central America);11,0;11,0;3,0;0,52;0,12;0,27;1,45;1,64;1,36;0,55;0,64;0,36;1,0;1,0;0,0;0,0;0,5
Brunei FA Cup;Brunei;11,0;11,0;2,73;0,64;0,15;0,55;0,99;1,64;1,09;0,6;0,36;0,64;2,0;0,0;2,0;0,5;0,25
Kazakhstan League Cup;Kazakhstan;10,0;10,0;2,2;0,82;0,09;0,8;0,39;1,5;0,7;0,68;0,3;0,7;2,0;0,5;2,0;0,5;0,5
Brazil Campeonato Carioca B2 U20;Brazil;10,0;10,0;3,2;0,53;0,11;0,6;1,51;1,3;1,9;0,41;0,4;0,6;0,0;0,0;1,0;1,0;0,5
WAFU Cup of Nations Women;International (Africa);10,0;10,0;2,7;0,68;0,09;0,9;0,87;0,9;1,8;0,33;0,4;0,6;5,0;0,8;2,0;1,0;0,9
Italy Super Cup;Italy;10,0;10,0;2,7;0,43;0,11;0,7;1,54;1,7;1,0;0,63;0,4;0,6;1,0;0,0;1,0;0,0;0,0
Australia Victoria Cup;Australia;10,0;10,0;2,9;0,66;0,15;0,1;0,99;1,4;1,5;0,48;0,4;0,6;2,0;0,0;2,0;0,5;0,25
Brazil Matches Women;Brazil;10,0;10,0;4,6;0,43;0,17;1,2;2,64;1,7;2,9;0,37;0,6;0,4;3,0;1,0;5,0;0,4;0,7
Spain Super Cup;Spain;10,0;10,0;4,0;0,46;0,15;1,0;2,17;2,5;1,5;0,62;0,5;0,5;3,0;0,0;0,0;0,0;0,0
Germany Regionalliga South West;Germany;10,0;10,0;2,9;0,62;0,14;0,9;1,11;1,9;1,0;0,66;0,6;0,4;0,0;0,0;1,0;1,0;0,5
Australia Victoria Cup Women;Australia;10,0;10,0;3,9;0,46;0,2;0,5;2,11;2,2;1,7;0,56;0,8;0,2;1,0;0,0;1,0;1,0;0,5
England Premier League 2 Play-Offs;England;10,0;10,0;2,8;0,65;0,12;0,6;0,99;1,7;1,1;0,61;0,5;0,5;0,0;0,0;0,0;0,0;0,0
Cuba Campeonato Nacional;Cuba;10,0;10,0;2,6;0,77;0,12;0,0;0,59;1,3;1,3;0,5;0,5;0,5;3,0;0,33;0,0;0,0;0,17
South East Asian Games Women;International (Asia);10,0;10,0;3,0;0,72;0,19;1,0;0,84;2,0;1,0;0,67;0,3;0,7;3,0;0,0;3,0;0,33;0,17
Brazil Copa Santa Catarina U20;Brazil;10,0;10,0;3,5;0,74;0,13;0,7;0,91;2,1;1,4;0,6;0,5;0,5;1,0;0,0;0,0;0,0;0,0
Slovenia Cup Women;Slovenia;10,0;10,0;3,8;0,54;0,15;1,4;1,76;2,6;1,2;0,68;0,5;0,5;5,0;0,2;4,0;0,75;0,48
Argentina Primera B Metropolitana Reserves;Argentina;10,0;10,0;2,9;0,66;0,18;0,5;0,99;1,7;1,2;0,59;0,5;0,5;0,0;0,0;0,0;0,0;0,0
Netherlands Youth Cup;Netherlands;10,0;10,0;3,9;0,46;0,15;0,3;2,11;1,8;2,1;0,46;0,4;0,6;2,0;0,5;2,0;0,5;0,5
Niger Cup;Niger;10,0;10,0;2,2;0,7;0,17;0,8;0,65;1,5;0,7;0,68;0,2;0,8;2,0;0,0;0,0;0,0;0,0
Brazil Campeonato Brasiliense B;Brazil;10,0;10,0;3,9;0,66;0,18;1,1;1,34;1,4;2,5;0,36;0,3;0,7;3,0;0,67;3,0;0,33;0,5
USA NISA Independent Cup;USA;10,0;10,0;2,6;0,58;0,19;0,4;1,09;1,5;1,1;0,58;0,6;0,4;1,0;1,0;0,0;0,0;0,5
India Manipur State League;India;10,0;10,0;2,6;0,49;0,13;0,6;1,34;1,6;1,0;0,62;0,5;0,5;3,0;0,33;0,0;0,0;0,17
Andorra Second Division;Andorra;10,0;10,0;4,5;0,74;0,18;0,5;1,16;2,5;2,0;0,56;0,6;0,4;2,0;0,5;2,0;0,5;0,5
Ukraine Division 1 Women;Ukraine;10,0;9,0;3,5;0,74;1,0;2,3;0,91;2,9;0,6;0,83;0,3;0,7;5,0;0,2;0,0;0,0;0,1
